P01,P1,K,,,,,,,1,1,,
P02,P2,K,,,,,,,12,1,,
P03,P3,K,,,,,,,13,1,,
P04,P4,K,,,,,,,14,1,,
P05,P5,K,,,,,,,15,1,,
P06,P6,K,,,,,,,16,1,,
P07,P7,K,,,,,,,17,1,,
P08,P8,K,,,,,,,18,1,,
P09,P9,K,,,,,,,19,1,,
P10,P10,K,,,,,,,20,1,,
P11,P1,C,,,,,,,21,1,ROUGE,
P12,P2,C,,,,,,,22,1,ROUGE,1
P13,P3,C,,,,,,,23,1,BLEU,
P14,P4,C,,,,,,,24,1,ROUGE,
P15,P5,C,,,,,,,25,1,ROUGE,1
P16,P6,C,,,,,,,26,1,BLEU,
P17,P7,C,,,,,,,27,1,ROUGE,
